0,13.323333333333334
1,85.24333333333334
2,88.12666666666667
3,88.185
4,88.50333333333333
5,88.58833333333334
6,88.67333333333333
7,88.59666666666666
8,88.64833333333333
9,88.70833333333333
10,88.80666666666667
11,88.875
12,88.795
13,88.82666666666667
14,88.88666666666667
15,88.84833333333333
16,88.88833333333334
17,88.92166666666667
18,89.00166666666667
19,88.93666666666667
20,88.87
21,88.92
22,88.99666666666667
23,88.95166666666667
24,88.93333333333334
25,88.97333333333334
26,88.96333333333334
27,88.97833333333334
28,89.00833333333334
29,88.93166666666666
30,88.92333333333333
31,89.06666666666668
32,89.06333333333333
33,89.06833333333334
34,89.115
35,89.045
36,88.96666666666667
37,89.01
38,88.92666666666666
39,88.985
40,89.015
41,89.12833333333333
42,89.07166666666667
43,89.09833333333333
44,88.98
45,89.01
46,89.03999999999999
47,89.12
48,88.96
49,89.24
