0,9.93
1,88.5
2,94.62166666666667
3,95.79666666666667
4,96.40666666666667
5,96.735
6,97.005
7,97.20166666666667
8,97.35833333333333
9,97.455
10,97.56
11,97.655
12,97.73666666666668
13,97.81166666666667
14,97.85666666666667
15,97.88833333333334
16,97.93833333333333
17,97.97166666666666
18,98.00833333333333
19,98.05166666666668
20,98.09833333333333
21,98.13833333333334
22,98.15833333333333
23,98.18333333333334
24,98.21833333333333
25,98.25833333333334
26,98.27833333333334
27,98.295
28,98.32166666666666
29,98.35166666666667
30,98.37666666666667
31,98.395
32,98.42166666666667
33,98.44000000000001
34,98.46333333333334
35,98.47166666666666
36,98.48333333333333
37,98.49166666666666
38,98.50999999999999
39,98.53
40,98.54333333333334
41,98.555
42,98.575
43,98.58666666666667
44,98.59833333333333
45,98.615
46,98.62666666666667
47,98.63666666666666
48,98.64666666666668
49,98.65
0,13.90379679322644
1,83.87279575985866
0,10.903696789892997
0,11.197039901330044
1,83.35611187039568
2,92.83309443648122
3,94.43648121604053
4,95.41318043934798
0,10.470349011633722
1,83.83279442648089
2,93.07310243674789
0,9.94
1,76.34666666666666
2,90.80666666666667
3,92.64666666666666
