0,10.32
1,92.7
2,94.65
3,95.54
4,95.85000000000001
5,96.15
6,96.31
7,96.46000000000001
8,96.52
9,96.63000000000001
10,96.66
11,96.69
12,96.75
13,96.72
14,96.77
15,96.8
16,96.85000000000001
17,96.88
18,96.89999999999999
19,96.86
20,96.87
21,96.87
22,96.89
23,96.89999999999999
24,96.91
25,96.88
26,96.89
27,96.91
28,96.89999999999999
29,96.93
30,96.93
31,96.96000000000001
32,96.95
33,96.95
34,96.93
35,96.93
36,96.93
37,96.92
38,96.92
39,96.93
40,96.92
41,96.89999999999999
42,96.89999999999999
43,96.89
44,96.88
45,96.89
46,96.89
47,96.87
48,96.87
49,96.84
0,14.000000000000002
1,91.78
0,10.530000000000001
0,11.34
1,92.2
2,93.83
3,94.67999999999999
4,95.09
0,10.280000000000001
1,92.43
2,94.06
0,9.58
1,90.81
2,92.62
3,93.44
